Testlauf-ID,Programmieraufgabe,Prompting-Technik,Ausführungszeit
output_4_0S.py,9_txt_to_excel,Zero Shot,0.25194525718688965
output_3_0S.py,9_txt_to_excel,Zero Shot,0.2581024169921875
output_11_RP.py,9_txt_to_excel,Role-Play,0.25170278549194336
output_12_RP.py,9_txt_to_excel,Role-Play,0.2478795051574707
output_10_CoT.py,9_txt_to_excel,Chain-of-Thoughts,0.5563526153564453
output_1_0S.py,9_txt_to_excel,Zero Shot,0.5021533966064453
output_13_RP.py,9_txt_to_excel,Role-Play,0.26700711250305176
output_7_CoT.py,9_txt_to_excel,Chain-of-Thoughts,0.33719849586486816
output_15_RP.py,9_txt_to_excel,Role-Play,0.2474808692932129
output_8_CoT.py,9_txt_to_excel,Chain-of-Thoughts,0.44968414306640625
output_2_0S.py,9_txt_to_excel,Zero Shot,0.2524869441986084
output_9_CoT.py,9_txt_to_excel,Chain-of-Thoughts,0.2640225887298584
output_6_CoT.py,9_txt_to_excel,Chain-of-Thoughts,0.24772429466247559
output_5_0S.py,4_is_valid_variable_name,Zero Shot,0.021152257919311523
output_14_RP.py,4_is_valid_variable_name,Role-Play,0.02045440673828125
output_4_0S.py,4_is_valid_variable_name,Zero Shot,0.014895915985107422
output_3_0S.py,4_is_valid_variable_name,Zero Shot,0.014913082122802734
output_11_RP.py,4_is_valid_variable_name,Role-Play,0.020670652389526367
output_12_RP.py,4_is_valid_variable_name,Role-Play,0.020637035369873047
output_10_CoT.py,4_is_valid_variable_name,Chain-of-Thoughts,0.020917892456054688
output_1_0S.py,4_is_valid_variable_name,Zero Shot,0.021323204040527344
output_13_RP.py,4_is_valid_variable_name,Role-Play,0.022500038146972656
output_7_CoT.py,4_is_valid_variable_name,Chain-of-Thoughts,0.030347585678100586
output_15_RP.py,4_is_valid_variable_name,Role-Play,0.02872753143310547
output_8_CoT.py,4_is_valid_variable_name,Chain-of-Thoughts,0.022186279296875
output_2_0S.py,4_is_valid_variable_name,Zero Shot,0.02042984962463379
output_9_CoT.py,4_is_valid_variable_name,Chain-of-Thoughts,0.020956993103027344
output_6_CoT.py,4_is_valid_variable_name,Chain-of-Thoughts,0.015416860580444336
output_5_0S.py,12_list_files,Zero Shot,0.014427423477172852
output_14_RP.py,12_list_files,Role-Play,0.01564311981201172
output_4_0S.py,12_list_files,Zero Shot,0.015096187591552734
output_3_0S.py,12_list_files,Zero Shot,0.017122983932495117
output_11_RP.py,12_list_files,Role-Play,0.016145706176757812
output_12_RP.py,12_list_files,Role-Play,0.014935731887817383
output_10_CoT.py,12_list_files,Chain-of-Thoughts,0.014489889144897461
output_1_0S.py,12_list_files,Zero Shot,0.014798879623413086
output_13_RP.py,12_list_files,Role-Play,0.01481938362121582
output_7_CoT.py,12_list_files,Chain-of-Thoughts,0.014663457870483398
output_15_RP.py,12_list_files,Role-Play,0.015040159225463867
output_8_CoT.py,12_list_files,Chain-of-Thoughts,0.014660120010375977
output_2_0S.py,12_list_files,Zero Shot,0.0159759521484375
output_9_CoT.py,12_list_files,Chain-of-Thoughts,0.014746665954589844
output_6_CoT.py,12_list_files,Chain-of-Thoughts,0.015245437622070312
output_5_0S.py,16_k_means_clustering,Zero Shot,0.6524162292480469
output_14_RP.py,16_k_means_clustering,Role-Play,0.6742408275604248
output_4_0S.py,16_k_means_clustering,Zero Shot,0.7250032424926758
output_3_0S.py,16_k_means_clustering,Zero Shot,0.7343878746032715
output_11_RP.py,16_k_means_clustering,Role-Play,0.6776227951049805
output_12_RP.py,16_k_means_clustering,Role-Play,0.6603634357452393
output_10_CoT.py,16_k_means_clustering,Chain-of-Thoughts,0.6702494621276855
output_1_0S.py,16_k_means_clustering,Zero Shot,0.6726813316345215
output_13_RP.py,16_k_means_clustering,Role-Play,0.6537981033325195
output_7_CoT.py,16_k_means_clustering,Chain-of-Thoughts,0.6729772090911865
output_15_RP.py,16_k_means_clustering,Role-Play,0.7000374794006348
output_8_CoT.py,16_k_means_clustering,Chain-of-Thoughts,0.7680468559265137
output_2_0S.py,16_k_means_clustering,Zero Shot,0.656745433807373
output_9_CoT.py,16_k_means_clustering,Chain-of-Thoughts,0.670872688293457
output_6_CoT.py,16_k_means_clustering,Chain-of-Thoughts,0.6710877418518066
output_5_0S.py,14_diag_zero,Zero Shot,0.14296269416809082
output_14_RP.py,14_diag_zero,Role-Play,0.14389348030090332
output_4_0S.py,14_diag_zero,Zero Shot,0.14085841178894043
output_3_0S.py,14_diag_zero,Zero Shot,0.13980960845947266
output_11_RP.py,14_diag_zero,Role-Play,0.14554953575134277
output_12_RP.py,14_diag_zero,Role-Play,0.14864373207092285
output_10_CoT.py,14_diag_zero,Chain-of-Thoughts,0.14011001586914062
output_1_0S.py,14_diag_zero,Zero Shot,0.141920804977417
output_13_RP.py,14_diag_zero,Role-Play,0.15998291969299316
output_7_CoT.py,14_diag_zero,Chain-of-Thoughts,0.14240193367004395
output_15_RP.py,14_diag_zero,Role-Play,0.16015005111694336
output_8_CoT.py,14_diag_zero,Chain-of-Thoughts,0.14104890823364258
output_2_0S.py,14_diag_zero,Zero Shot,0.1450803279876709
output_9_CoT.py,14_diag_zero,Chain-of-Thoughts,0.14187240600585938
output_6_CoT.py,14_diag_zero,Chain-of-Thoughts,0.1397695541381836
output_5_0S.py,2_remove_html_tags,Zero Shot,0.020486831665039062
output_14_RP.py,2_remove_html_tags,Role-Play,0.022196292877197266
output_4_0S.py,2_remove_html_tags,Zero Shot,0.02768850326538086
output_3_0S.py,2_remove_html_tags,Zero Shot,0.02104973793029785
output_11_RP.py,2_remove_html_tags,Role-Play,0.020336151123046875
output_12_RP.py,2_remove_html_tags,Role-Play,0.020482778549194336
output_10_CoT.py,2_remove_html_tags,Chain-of-Thoughts,0.02070307731628418
output_1_0S.py,2_remove_html_tags,Zero Shot,0.02108478546142578
output_13_RP.py,2_remove_html_tags,Role-Play,0.020586729049682617
output_7_CoT.py,2_remove_html_tags,Chain-of-Thoughts,0.020991086959838867
output_15_RP.py,2_remove_html_tags,Role-Play,0.020850658416748047
output_8_CoT.py,2_remove_html_tags,Chain-of-Thoughts,0.020813703536987305
output_2_0S.py,2_remove_html_tags,Zero Shot,0.02124953269958496
output_9_CoT.py,2_remove_html_tags,Chain-of-Thoughts,0.020699739456176758
output_6_CoT.py,2_remove_html_tags,Chain-of-Thoughts,0.020566225051879883
output_5_0S.py,13_resize_and_rename_images,Zero Shot,0.07444310188293457
output_14_RP.py,13_resize_and_rename_images,Role-Play,0.06084012985229492
output_4_0S.py,13_resize_and_rename_images,Zero Shot,0.05547070503234863
output_3_0S.py,13_resize_and_rename_images,Zero Shot,0.0638742446899414
output_11_RP.py,13_resize_and_rename_images,Role-Play,0.06385374069213867
output_12_RP.py,13_resize_and_rename_images,Role-Play,0.05558514595031738
output_10_CoT.py,13_resize_and_rename_images,Chain-of-Thoughts,0.05706143379211426
output_1_0S.py,13_resize_and_rename_images,Zero Shot,0.08562111854553223
generate_images.py,13_resize_and_rename_images,Unknown,0.10396432876586914
output_13_RP.py,13_resize_and_rename_images,Role-Play,0.0562589168548584
output_7_CoT.py,13_resize_and_rename_images,Chain-of-Thoughts,0.057663679122924805
output_15_RP.py,13_resize_and_rename_images,Role-Play,0.07807707786560059
output_8_CoT.py,13_resize_and_rename_images,Chain-of-Thoughts,0.05588936805725098
output_2_0S.py,13_resize_and_rename_images,Zero Shot,0.05749964714050293
output_9_CoT.py,13_resize_and_rename_images,Chain-of-Thoughts,0.05754232406616211
output_6_CoT.py,13_resize_and_rename_images,Chain-of-Thoughts,0.05768537521362305
output_5_0S.py,1_word_count,Zero Shot,0.021354198455810547
output_14_RP.py,1_word_count,Role-Play,0.022446393966674805
output_4_0S.py,1_word_count,Zero Shot,0.021503925323486328
output_3_0S.py,1_word_count,Zero Shot,0.020984411239624023
output_11_RP.py,1_word_count,Role-Play,0.021671295166015625
output_12_RP.py,1_word_count,Role-Play,0.021338939666748047
output_10_CoT.py,1_word_count,Chain-of-Thoughts,0.021348237991333008
output_1_0S.py,1_word_count,Zero Shot,0.021579504013061523
output_13_RP.py,1_word_count,Role-Play,0.020883560180664062
output_7_CoT.py,1_word_count,Chain-of-Thoughts,0.02227044105529785
output_15_RP.py,1_word_count,Role-Play,0.025415658950805664
output_8_CoT.py,1_word_count,Chain-of-Thoughts,0.023754119873046875
output_2_0S.py,1_word_count,Zero Shot,0.021590232849121094
output_9_CoT.py,1_word_count,Chain-of-Thoughts,0.021651506423950195
output_6_CoT.py,1_word_count,Chain-of-Thoughts,0.02087545394897461
output_5_0S.py,15_count_files,Zero Shot,0.01475214958190918
output_14_RP.py,15_count_files,Role-Play,0.014771223068237305
output_4_0S.py,15_count_files,Zero Shot,0.014856338500976562
output_3_0S.py,15_count_files,Zero Shot,0.014725446701049805
output_11_RP.py,15_count_files,Role-Play,0.015057086944580078
output_12_RP.py,15_count_files,Role-Play,0.014640092849731445
output_10_CoT.py,15_count_files,Chain-of-Thoughts,0.01500248908996582
output_1_0S.py,15_count_files,Zero Shot,0.014932394027709961
output_13_RP.py,15_count_files,Role-Play,0.015037298202514648
output_7_CoT.py,15_count_files,Chain-of-Thoughts,0.014615535736083984
output_15_RP.py,15_count_files,Role-Play,0.014197826385498047
output_8_CoT.py,15_count_files,Chain-of-Thoughts,0.015173196792602539
output_2_0S.py,15_count_files,Zero Shot,0.014896631240844727
output_9_CoT.py,15_count_files,Chain-of-Thoughts,0.014843940734863281
output_6_CoT.py,15_count_files,Chain-of-Thoughts,0.014763116836547852
output_5_0S.py,18_check_ip_overlap,Zero Shot,0.019621849060058594
output_14_RP.py,18_check_ip_overlap,Role-Play,0.0193026065826416
output_4_0S.py,18_check_ip_overlap,Zero Shot,0.019620656967163086
output_3_0S.py,18_check_ip_overlap,Zero Shot,0.019418001174926758
output_11_RP.py,18_check_ip_overlap,Role-Play,0.0186617374420166
output_12_RP.py,18_check_ip_overlap,Role-Play,0.01909327507019043
output_10_CoT.py,18_check_ip_overlap,Chain-of-Thoughts,0.018979549407958984
output_1_0S.py,18_check_ip_overlap,Zero Shot,0.01947331428527832
output_13_RP.py,18_check_ip_overlap,Role-Play,0.01895737648010254
output_7_CoT.py,18_check_ip_overlap,Chain-of-Thoughts,0.019221782684326172
output_15_RP.py,18_check_ip_overlap,Role-Play,0.019165754318237305
output_8_CoT.py,18_check_ip_overlap,Chain-of-Thoughts,0.019115209579467773
output_2_0S.py,18_check_ip_overlap,Zero Shot,0.01944875717163086
output_9_CoT.py,18_check_ip_overlap,Chain-of-Thoughts,0.019310951232910156
output_6_CoT.py,18_check_ip_overlap,Chain-of-Thoughts,0.021333932876586914
output_5_0S.py,10_label_filter,Zero Shot,0.014407873153686523
output_14_RP.py,10_label_filter,Role-Play,0.015329837799072266
output_4_0S.py,10_label_filter,Zero Shot,0.014789581298828125
output_3_0S.py,10_label_filter,Zero Shot,0.014940977096557617
output_11_RP.py,10_label_filter,Role-Play,0.014152765274047852
output_12_RP.py,10_label_filter,Role-Play,0.015508174896240234
output_10_CoT.py,10_label_filter,Chain-of-Thoughts,0.014734983444213867
output_1_0S.py,10_label_filter,Zero Shot,0.0172269344329834
output_13_RP.py,10_label_filter,Role-Play,0.015528202056884766
output_7_CoT.py,10_label_filter,Chain-of-Thoughts,0.015281200408935547
output_15_RP.py,10_label_filter,Role-Play,0.014884710311889648
output_8_CoT.py,10_label_filter,Chain-of-Thoughts,0.014453649520874023
output_2_0S.py,10_label_filter,Zero Shot,0.016821861267089844
output_9_CoT.py,10_label_filter,Chain-of-Thoughts,0.020136117935180664
output_6_CoT.py,10_label_filter,Chain-of-Thoughts,0.022107839584350586
output_5_0S.py,3_schedule_manager,Zero Shot,0.023027896881103516
output_14_RP.py,3_schedule_manager,Role-Play,0.016335725784301758
output_4_0S.py,3_schedule_manager,Zero Shot,0.016962766647338867
output_3_0S.py,3_schedule_manager,Zero Shot,0.016811370849609375
output_11_RP.py,3_schedule_manager,Role-Play,0.01682138442993164
output_12_RP.py,3_schedule_manager,Role-Play,0.01700568199157715
output_10_CoT.py,3_schedule_manager,Chain-of-Thoughts,0.016982078552246094
output_1_0S.py,3_schedule_manager,Zero Shot,0.0167539119720459
output_13_RP.py,3_schedule_manager,Role-Play,0.01897287368774414
output_7_CoT.py,3_schedule_manager,Chain-of-Thoughts,0.019141435623168945
output_15_RP.py,3_schedule_manager,Role-Play,0.016916513442993164
output_8_CoT.py,3_schedule_manager,Chain-of-Thoughts,0.0167388916015625
output_2_0S.py,3_schedule_manager,Zero Shot,0.017032146453857422
output_9_CoT.py,3_schedule_manager,Chain-of-Thoughts,0.0168149471282959
output_6_CoT.py,3_schedule_manager,Chain-of-Thoughts,0.016208171844482422
output_5_0S.py,17_calculate_date_difference,Zero Shot,0.3379333019256592
output_14_RP.py,17_calculate_date_difference,Role-Play,0.34822726249694824
output_4_0S.py,17_calculate_date_difference,Zero Shot,0.3460395336151123
output_3_0S.py,17_calculate_date_difference,Zero Shot,0.33980464935302734
output_11_RP.py,17_calculate_date_difference,Role-Play,0.3415529727935791
output_12_RP.py,17_calculate_date_difference,Role-Play,0.37174224853515625
output_10_CoT.py,17_calculate_date_difference,Chain-of-Thoughts,0.34668421745300293
output_1_0S.py,17_calculate_date_difference,Zero Shot,0.3567812442779541
output_13_RP.py,17_calculate_date_difference,Role-Play,0.416644811630249
output_7_CoT.py,17_calculate_date_difference,Chain-of-Thoughts,0.4340782165527344
output_15_RP.py,17_calculate_date_difference,Role-Play,0.34636807441711426
output_8_CoT.py,17_calculate_date_difference,Chain-of-Thoughts,0.3384518623352051
output_2_0S.py,17_calculate_date_difference,Zero Shot,0.3536064624786377
output_9_CoT.py,17_calculate_date_difference,Chain-of-Thoughts,0.3658885955810547
output_6_CoT.py,17_calculate_date_difference,Chain-of-Thoughts,0.33721923828125
output_5_0S.py,7_extract_temperatures_from_text,Zero Shot,0.02360081672668457
output_14_RP.py,7_extract_temperatures_from_text,Role-Play,0.02405238151550293
output_4_0S.py,7_extract_temperatures_from_text,Zero Shot,0.02518916130065918
output_3_0S.py,7_extract_temperatures_from_text,Zero Shot,0.025009632110595703
output_11_RP.py,7_extract_temperatures_from_text,Role-Play,0.023946523666381836
output_12_RP.py,7_extract_temperatures_from_text,Role-Play,0.024843454360961914
output_10_CoT.py,7_extract_temperatures_from_text,Chain-of-Thoughts,0.02664327621459961
output_1_0S.py,7_extract_temperatures_from_text,Zero Shot,0.024343252182006836
output_13_RP.py,7_extract_temperatures_from_text,Role-Play,0.014892101287841797
output_7_CoT.py,7_extract_temperatures_from_text,Chain-of-Thoughts,0.023986101150512695
output_15_RP.py,7_extract_temperatures_from_text,Role-Play,0.024659156799316406
output_8_CoT.py,7_extract_temperatures_from_text,Chain-of-Thoughts,0.023541927337646484
output_2_0S.py,7_extract_temperatures_from_text,Zero Shot,0.014469146728515625
output_9_CoT.py,7_extract_temperatures_from_text,Chain-of-Thoughts,0.023950815200805664
output_6_CoT.py,7_extract_temperatures_from_text,Chain-of-Thoughts,0.02461099624633789
output_5_0S.py,6_get_top_k_words_from_html,Zero Shot,0.10590195655822754
output_14_RP.py,6_get_top_k_words_from_html,Role-Play,0.10183358192443848
output_4_0S.py,6_get_top_k_words_from_html,Zero Shot,0.10691118240356445
output_3_0S.py,6_get_top_k_words_from_html,Zero Shot,0.10036826133728027
output_11_RP.py,6_get_top_k_words_from_html,Role-Play,0.10119962692260742
output_12_RP.py,6_get_top_k_words_from_html,Role-Play,0.10140800476074219
output_10_CoT.py,6_get_top_k_words_from_html,Chain-of-Thoughts,0.10229754447937012
output_1_0S.py,6_get_top_k_words_from_html,Zero Shot,0.10306382179260254
output_13_RP.py,6_get_top_k_words_from_html,Role-Play,0.12137961387634277
output_7_CoT.py,6_get_top_k_words_from_html,Chain-of-Thoughts,0.10119485855102539
output_15_RP.py,6_get_top_k_words_from_html,Role-Play,0.15615153312683105
output_8_CoT.py,6_get_top_k_words_from_html,Chain-of-Thoughts,0.11467576026916504
output_2_0S.py,6_get_top_k_words_from_html,Zero Shot,0.1012580394744873
output_9_CoT.py,6_get_top_k_words_from_html,Chain-of-Thoughts,0.10089993476867676
output_6_CoT.py,6_get_top_k_words_from_html,Chain-of-Thoughts,0.1142725944519043
output_5_0S.py,8_backup_folder,Zero Shot,0.023532629013061523
output_14_RP.py,8_backup_folder,Role-Play,0.02443099021911621
output_4_0S.py,8_backup_folder,Zero Shot,0.023389101028442383
output_3_0S.py,8_backup_folder,Zero Shot,0.026378870010375977
output_11_RP.py,8_backup_folder,Role-Play,0.03388619422912598
output_12_RP.py,8_backup_folder,Role-Play,0.02496170997619629
output_10_CoT.py,8_backup_folder,Chain-of-Thoughts,0.023997068405151367
output_1_0S.py,8_backup_folder,Zero Shot,0.02405261993408203
output_13_RP.py,8_backup_folder,Role-Play,0.023626089096069336
output_7_CoT.py,8_backup_folder,Chain-of-Thoughts,0.02375960350036621
output_15_RP.py,8_backup_folder,Role-Play,0.023747920989990234
output_8_CoT.py,8_backup_folder,Chain-of-Thoughts,0.02348494529724121
output_2_0S.py,8_backup_folder,Zero Shot,0.023133277893066406
output_9_CoT.py,8_backup_folder,Chain-of-Thoughts,0.023571252822875977
output_6_CoT.py,8_backup_folder,Chain-of-Thoughts,0.023398399353027344
